text,OTP_GT
Authentication code: 12081. Keep it safe.,12081
694722 is the code to authorize your transaction.,694722
Your OTP is 623158. Do not share it with anyone.,623158
443412 - confirmation code for secure access.,443412
Enter 42294 OTP to verify your account,42294
59572 is your verification number for access.,59572
Use 521803 as your OTP to login. Rapido!.,521803
Use 972976 as your OTP to login. Rapido!.,972976
Your one-time password (OTP) is 121847. Valid for 10 minutes.,121847
471284 is your verification number for access.,471284
Please enter 854922 to complete your authentication.,854922
Use 575721 as your OTP to login. Rapido!.,575721
729326 is your verification number for access.,729326
673995 is the code to authorize your transaction.,673995
551166 is the code to authorize your transaction.,551166
Authentication code: 171814. Keep it safe.,171814
Your OTP is 572590. Do not share it with anyone.,572590
Use 361262 as your OTP to login. Rapido!.,361262
86101 is the code to authorize your transaction.,86101
375426 - confirmation code for secure access.,375426
97321 - confirmation code for secure access.,97321
Please enter 172318 to complete your authentication.,172318
Enter 108220 OTP to verify your account,108220
147707 is your verification number for access.,147707
517377 is the code to authorize your transaction.,517377
Please enter 239442 to complete your authentication.,239442
Your one-time password (OTP) is 476354. Valid for 10 minutes.,476354
135779 - confirmation code for secure access.,135779
Use 18779 as your OTP to login. Rapido!.,18779
55970 - confirmation code for secure access.,55970
Please enter 226767 to complete your authentication.,226767
Your one-time password (OTP) is 71277. Valid for 10 minutes.,71277
Use 195735 as your OTP to login. Rapido!.,195735
Please enter 127956 to complete your authentication.,127956
Your one-time password (OTP) is 33608. Valid for 10 minutes.,33608
Your OTP is 25647. Do not share it with anyone.,25647
Please enter 998773 to complete your authentication.,998773
Use 569293 as your OTP to login. Rapido!.,569293
Use 475584 as your OTP to login. Rapido!.,475584
Your one-time password (OTP) is 80796. Valid for 10 minutes.,80796
444721 - confirmation code for secure access.,444721
Authentication code: 794238. Keep it safe.,794238
"Hi, your verification PIN is 580417.",580417
Authentication code: 340753. Keep it safe.,340753
Your one-time password (OTP) is 675885. Valid for 10 minutes.,675885
Your OTP is 877686. Do not share it with anyone.,877686
Authentication code: 343475. Keep it safe.,343475
415751 is your verification number for access.,415751
678724 - confirmation code for secure access.,678724
660439 is the code to authorize your transaction.,660439
Your OTP is 577850. Do not share it with anyone.,577850
331583 is the code to authorize your transaction.,331583
387737 is your verification number for access.,387737
Authentication code: 405719. Keep it safe.,405719
Authentication code: 287596. Keep it safe.,287596
"Hi, your verification PIN is 62795.",62795
Please enter 565045 to complete your authentication.,565045
Your OTP is 947383. Do not share it with anyone.,947383
Authentication code: 29678. Keep it safe.,29678
792533 is your verification number for access.,792533
Enter 880535 OTP to verify your account,880535
466992 is the code to authorize your transaction.,466992
Your one-time password (OTP) is 518215. Valid for 10 minutes.,518215
92083 is your verification number for access.,92083
Use 292979 as your OTP to login. Rapido!.,292979
Your OTP is 996290. Do not share it with anyone.,996290
Your OTP is 694245. Do not share it with anyone.,694245
Enter 883304 OTP to verify your account,883304
Please enter 333951 to complete your authentication.,333951
Enter 978658 OTP to verify your account,978658
Use 455429 as your OTP to login. Rapido!.,455429
Your OTP is 936615. Do not share it with anyone.,936615
615825 is the code to authorize your transaction.,615825
742143 - confirmation code for secure access.,742143
Enter 662257 OTP to verify your account,662257
"Hi, your verification PIN is 290520.",290520
532691 - confirmation code for secure access.,532691
344005 is your verification number for access.,344005
Use 763693 as your OTP to login. Rapido!.,763693
Please enter 781431 to complete your authentication.,781431
Enter 934908 OTP to verify your account,934908
"Hi, your verification PIN is 7988.",7988
Use 705728 as your OTP to login. Rapido!.,705728
Your OTP is 873944. Do not share it with anyone.,873944
Please enter 342203 to complete your authentication.,342203
"Hi, your verification PIN is 440976.",440976
Your one-time password (OTP) is 924685. Valid for 10 minutes.,924685
Please enter 707056 to complete your authentication.,707056
Use 230565 as your OTP to login. Rapido!.,230565
"Hi, your verification PIN is 570810.",570810
627882 - confirmation code for secure access.,627882
515034 is the code to authorize your transaction.,515034
"Hi, your verification PIN is 701423.",701423
Your one-time password (OTP) is 918544. Valid for 10 minutes.,918544
Please enter 882529 to complete your authentication.,882529
Your one-time password (OTP) is 921534. Valid for 10 minutes.,921534
Use 310767 as your OTP to login. Rapido!.,310767
365462 is the code to authorize your transaction.,365462
Please enter 915478 to complete your authentication.,915478
258859 is your verification number for access.,258859
Use 752043 as your OTP to login. Rapido!.,752043
Use 310268 as your OTP to login. Rapido!.,310268
"Hi, your verification PIN is 872406.",872406
547196 is your verification number for access.,547196
"Hi, your verification PIN is 448220.",448220
Authentication code: 296528. Keep it safe.,296528
Please enter 388491 to complete your authentication.,388491
Use 371903 as your OTP to login. Rapido!.,371903
740056 is your verification number for access.,740056
807606 is your verification number for access.,807606
Your one-time password (OTP) is 105521. Valid for 10 minutes.,105521
Please enter 769956 to complete your authentication.,769956
Your one-time password (OTP) is 317831. Valid for 10 minutes.,317831
Enter 446804 OTP to verify your account,446804
823892 - confirmation code for secure access.,823892
Your one-time password (OTP) is 902044. Valid for 10 minutes.,902044
Authentication code: 204721. Keep it safe.,204721
832122 is the code to authorize your transaction.,832122
Authentication code: 101198. Keep it safe.,101198
635254 is your verification number for access.,635254
Your OTP is 780598. Do not share it with anyone.,780598
Enter 227088 OTP to verify your account,227088
348605 is the code to authorize your transaction.,348605
955889 - confirmation code for secure access.,955889
"Hi, your verification PIN is 324496.",324496
Your OTP is 357349. Do not share it with anyone.,357349
Please enter 764559 to complete your authentication.,764559
"Hi, your verification PIN is 282351.",282351
Your OTP is 274363. Do not share it with anyone.,274363
446853 is the code to authorize your transaction.,446853
"Hi, your verification PIN is 849330.",849330
Please enter 430718 to complete your authentication.,430718
432204 is the code to authorize your transaction.,432204
810289 - confirmation code for secure access.,810289
Please enter 482197 to complete your authentication.,482197
Authentication code: 688919. Keep it safe.,688919
"Hi, your verification PIN is 812264.",812264
495299 is the code to authorize your transaction.,495299
"Hi, your verification PIN is 881930.",881930
Use 904855 as your OTP to login. Rapido!.,904855
Your one-time password (OTP) is 138566. Valid for 10 minutes.,138566
688106 is the code to authorize your transaction.,688106
853487 is the code to authorize your transaction.,853487
Use 787343 as your OTP to login. Rapido!.,787343
Your one-time password (OTP) is 36418. Valid for 10 minutes.,36418
Please enter 663233 to complete your authentication.,663233
Please enter 26422 to complete your authentication.,26422
Your one-time password (OTP) is 297841. Valid for 10 minutes.,297841
45339 is your verification number for access.,45339
"Hi, your verification PIN is 418267.",418267
Enter 108500 OTP to verify your account,108500
Enter 792802 OTP to verify your account,792802
Your OTP is 38827. Do not share it with anyone.,38827
Your OTP is 986675. Do not share it with anyone.,986675
Use 81244 as your OTP to login. Rapido!.,81244
530016 is the code to authorize your transaction.,530016
Your OTP is 22133. Do not share it with anyone.,22133
Enter 779727 OTP to verify your account,779727
Enter 427068 OTP to verify your account,427068
Please enter 98582 to complete your authentication.,98582
306385 is the code to authorize your transaction.,306385
695595 is the code to authorize your transaction.,695595
122445 is your verification number for access.,122445
488310 - confirmation code for secure access.,488310
Your one-time password (OTP) is 961293. Valid for 10 minutes.,961293
Use 345406 as your OTP to login. Rapido!.,345406
Your one-time password (OTP) is 615663. Valid for 10 minutes.,615663
Your OTP is 205355. Do not share it with anyone.,205355
Enter 379526 OTP to verify your account,379526
"Hi, your verification PIN is 206349.",206349
